"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
5412OP,"Miscellaneous professional, scientific, and technical services",2383,231,2555,1171,1209,12889,57311,1690,2517,2335,5057,4477,5223,1582,5212,3230,1634,3760,12598,599,170,2492,1487,2546,9573,4131,127441,24872,11953,5023,85423,532,1819,1749,3791,1223,1909,2572,2693,22588,7086,39048,49401,52033,38698,42896,4151,3625,44484,10765,10974,29171,147602,55042,43935,3131,7210,24812,39072,7910,7307,6847,7498,3611,21743,28116,71771,14737,1491,88187,21441,1375445,83329,---,49221,569932,3603,---,170717,-95810,---,---,---,62613,---,---,---,100163,---,---,---,22937,966705,2342150
55,Management of companies and enterprises,---,---,19161,4632,3202,56,14105,527,2309,1004,4906,12765,3508,2618,10677,3208,425,4656,32124,936,619,2266,485,5231,15988,2040,89972,1777,5564,10947,22989,696,6,486,4477,157,2,7300,1709,5467,810,5462,4149,7487,17488,6079,1136,92,81396,13014,4904,4696,21387,36,18803,4437,5237,32732,8292,4406,1376,2126,2843,9722,51312,9012,0,---,360,---,---,617791,---,---,---,---,---,---,2728,---,---,---,---,---,---,---,---,---,---,---,---,---,2728,620518
561,Administrative and support services,671,14,335,346,1045,7918,9106,604,1199,2885,7934,2553,1957,523,3002,5417,291,1734,3348,174,246,1328,2617,1884,4183,1692,61117,5226,2950,4366,22218,1048,661,2823,9609,5549,2972,10963,5457,18684,1889,37580,26330,25298,14146,11763,151,3594,148845,23995,9837,30652,62264,16865,84665,5308,4813,27725,35919,8946,3669,3375,2828,2887,10080,15071,7930,13382,453,49871,7250,914027,61397,---,---,---,---,---,3664,-2686,---,---,---,---,---,---,---,---,---,---,---,---,62375,976402
562,Waste management and remediation services,211,1,341,60,70,465,1969,121,227,233,318,246,84,63,164,158,83,108,1280,51,1,264,100,453,1449,263,1711,549,297,156,918,48,104,3,732,40,190,229,217,54,49,90,97,523,139,1368,380,5,43953,677,295,316,1823,575,2405,10841,256,1764,1911,735,491,115,503,489,1657,1040,148,871,239,24023,3381,115192,31077,---,---,---,---,---,340,-326,---,---,---,---,---,---,---,---,---,---,---,---,31091,146283
61,Educational services,2,0,---,---,---,94,5,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,19,5,---,0,1393,60,444,---,3145,39,9,---,---,---,10,42,---,0,---,17,133,36,9,---,---,---,---,---,---,104,43,---,300,---,1851,0,4,---,---,2668,370,---,---,1756,---,36,102,11811,9,24516,375974,---,---,---,---,---,4302,-2075,---,---,---,---,---,---,---,---,---,---,---,---,378201,402717
621,Ambulatory health care services,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,146,---,61,---,---,16449,13871,95,1,79,3,---,---,37,---,994,---,10472,---,42209,1095139,---,---,---,---,---,1063,-506,---,---,---,---,---,---,---,---,---,---,---,---,1095695,1137905
622,Hospitals,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1000,---,---,---,---,---,---,---,---,---,---,---,---,1000,1133737,---,---,---,---,---,6303,-6239,---,---,---,---,---,---,---,---,---,---,---,---,1133801,1134801
623,Nursing and residential care facilities,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2671,---,1110,---,3780,254050,---,---,---,---,---,276,-145,---,---,---,---,---,---,---,---,---,---,---,---,254182,257962
624,Social assistance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,0,256166,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,256166,256166
711AS,"Performing arts, spectator sports, museums, and related activities",150,---,0,---,19,59,284,27,38,43,76,53,5,5,35,12,14,27,123,3,1,44,36,41,40,87,3037,292,325,61,722,---,71,---,42,13,---,196,6,181,10718,24580,689,2873,954,287,346,1,4766,312,599,1327,4471,2914,2436,137,1467,1375,1257,233,902,18443,622,170,2524,1202,---,25,36,1923,39,93800,58259,---,---,5969,---,---,1063,-288,---,---,---,---,---,---,---,---,---,---,---,---,65003,158804
713,"Amusements, gambling, and recreation industries",110,1,---,1,33,167,513,28,59,31,77,50,7,4,36,13,19,28,98,2,0,34,33,22,43,63,1783,26,136,6,1130,0,1,---,---,---,---,31,3,118,74,170,716,1988,855,215,126,2,---,328,399,1352,1979,2175,1985,129,151,1633,70,151,310,96,221,172,1146,152,59,17,2,3633,88,25099,162603,---,---,---,---,---,21,-20,---,---,---,---,---,---,---,---,---,---,---,---,162603,187702
721,Accommodation,1,---,1,4,69,533,274,58,114,74,177,124,17,14,113,29,41,70,227,8,1,78,100,52,108,154,1772,21,37,26,184,---,7,---,---,0,8,247,9,301,222,439,1845,5086,2215,545,329,6,8043,931,795,3521,4783,602,4066,390,412,2735,189,225,302,65,195,200,1689,317,2338,873,25,2455,115,51003,98237,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,98237,149240
722,Food services and drinking places,370,3,4,13,163,1071,379,97,164,125,238,186,21,31,148,41,53,92,387,23,6,138,104,128,147,219,4693,504,550,586,2488,1173,2,2,420,74,51,1314,181,318,345,488,1957,8681,2611,3819,910,6,25626,2284,1617,5342,12946,2815,8122,430,745,21244,14703,6129,3175,297,1121,3399,4825,1001,1032,328,168,11889,330,165092,707399,---,---,---,---,---,1680,---,---,---,---,---,---,---,---,---,---,---,---,---,709079,874171
81,"Other services, except government",494,33,67,81,267,628,7232,361,788,814,1236,723,404,147,689,425,125,324,1955,92,9,936,268,936,1816,765,15522,1833,2202,1785,6488,191,86,435,7332,1688,603,2283,748,1132,307,4339,1997,6047,4362,5968,194,18009,4990,6054,1014,2621,8113,6744,15847,4469,2680,5194,10138,1546,831,617,1401,925,8463,5505,5399,15387,545,36442,2763,252853,632342,---,---,---,---,---,83,-3905,---,---,---,---,---,---,---,---,---,---,---,---,628520,881373
GFGD,Federal general government (defense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,697104,---,---,---,---,---,---,---,---,---,---,---,697104,697104
GFGN,Federal general government (nondefense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,461595,---,---,---,---,---,---,---,461595,461595
GFE,Federal government enterprises,19,2,---,2,---,257,10,---,---,37,132,249,62,148,---,---,---,21,---,1,---,---,51,49,60,---,18805,818,708,331,5623,1,---,1728,2561,280,159,1430,695,396,427,187,1645,1951,3393,98,---,0,537,1705,363,614,2726,239,1424,165,237,1371,3873,325,696,174,115,583,7907,474,1,137,63,2882,88,69036,6547,---,---,---,---,---,944,-283,---,---,---,---,---,---,---,---,---,---,---,---,7208,76244
GSLG,State and local general government,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2021409,---,---,---,2021409,2021409
GSLE,State and local government enterprises,---,0,---,---,---,548,---,76,184,194,273,245,65,53,153,139,50,101,1182,53,3,231,82,406,1377,206,1191,390,290,132,787,3,---,---,386,6,87,97,188,62,66,93,123,583,205,87,---,---,2989,976,470,251,1085,506,1340,889,159,711,877,522,267,117,247,453,1510,968,1292,1214,277,7848,1945,37307,78073,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,78073,115381
Used,"Scrap, used and secondhand goods",-18,125,---,---,1168,4511,2996,---,19,21448,746,8,---,---,---,---,---,0,0,5,---,405,---,---,8,14,---,37,---,---,231,-83,---,-183,384,2,75,5740,---,---,0,---,---,---,---,---,---,---,---,0,---,---,---,91,---,---,1265,---,---,---,---,-160,57,---,---,46214,-58,---,---,---,---,85047,86155,-3432,-138433,---,107,-5225,18625,-17203,---,-4,---,---,---,-1767,31,---,---,5073,-18255,---,-74327,10720
Other,Noncomparable imports and rest-of-the-world adjustment [1],1058,18,498,4,164,941,1631,198,249,462,554,1016,2114,256,1617,315,88,285,1742,77,9,487,188,4818,1837,546,5024,53,386,614,3318,12007,173,3349,593,6,64,453,73,636,408,6111,699,3015,39279,1384,65,35,260,1452,71,2056,2963,1627,1375,37,361,---,---,378,---,310,283,378,1907,1612,8550,1847,3,---,---,124388,-31195,---,---,13560,---,---,78867,-182367,---,---,---,---,---,---,---,---,---,---,---,---,-121135,3252
,Total Intermediate,270402,9967,107105,39382,34765,148235,845725,80724,69455,142698,197955,202216,93655,69465,433649,137970,40515,65280,710065,30068,7718,115095,37718,292631,372218,154557,823673,101768,98379,89463,444892,62464,32177,26684,216842,32410,20797,124364,55862,141905,71417,407001,221856,375368,321681,551475,154835,279089,803625,158487,86213,157775,602961,235259,433660,67585,97810,346584,381748,93157,104191,67712,66626,56026,378356,281621,274275,159181,28503,886667,207689,15339350,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,
V001,Compensation of employees,30592,30130,27563,17526,25048,93513,597775,25435,31447,30946,101674,96132,169016,37375,72870,84263,21806,56144,127613,11524,6744,32016,24387,20035,114193,50565,562290,128419,113603,100159,327059,57403,20268,7174,109325,22465,8509,108199,76895,131835,33292,113394,147147,319316,273713,315931,3385,21207,111745,36397,146774,327396,704231,357908,450361,35447,215500,620544,445390,156800,139396,53965,47765,67755,270719,337128,281381,207322,63579,1475012,115907,11605744,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V002,"Taxes on production and imports, less subsidies",-34678,-229,32739,4259,-745,66156,-54380,-1099,-235,1155,-6358,-2915,5675,-604,1629,1050,-1704,-2173,21389,-397,-779,959,-1750,3830,15720,-532,229594,37008,22477,42771,108484,-5832,-1839,705,-4245,457,3884,-1947,-129,3454,3653,42510,4126,18769,2946,44282,257,266712,13009,19446,6419,-2806,-25528,8342,-14051,1848,5589,-55556,4746,-3055,-5334,4305,11313,20197,13756,2013,---,---,-7104,---,-38874,822757,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V003,Gross operating surplus,124592,13977,43691,35531,17231,186140,415267,18664,32624,24178,52949,56851,97993,20927,68238,59567,9410,38098,143748,4644,3461,32109,13818,37620,264813,29997,510391,90304,55437,19506,290012,12684,23338,4928,91674,17850,26145,56845,4859,167987,38900,331254,164297,434743,33619,274397,-2542,1776780,480477,189222,135394,68867,313101,38565,151740,23596,34509,197595,88309,10836,15430,42177,11693,38750,111424,111485,170333,129323,15556,234922,63932,8946780,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,Total Value Added,120506,43877,103992,57317,41535,345809,958662,43000,63836,56279,148265,150069,272684,57697,142737,144880,29512,92070,292749,15771,9425,65084,36455,61485,394726,80030,1302275,255731,191517,162436,725555,64255,41767,12807,196753,40773,38538,163098,81626,303276,75844,487157,315570,772827,310278,634610,1100,2064700,605231,245065,288587,393457,991804,404815,588049,60892,255599,762583,538445,164581,149492,100447,70772,126702,395898,450626,451714,336645,72031,1709934,140965,,,,,,,,,,,,,,,,,,,,,,21375281,
,Total Industry Output,390908,53844,211097,96699,76300,494044,1804387,123724,133291,198978,346220,352285,366339,127162,576386,282850,70027,157350,1002814,45839,17144,180179,74173,354116,766945,234587,2125948,357499,289896,251900,1170448,126719,73945,39492,413595,73183,59335,287462,137488,445181,147262,894158,537426,1148195,631959,1186085,155935,2343789,1408856,403552,374800,551232,1594765,640074,1021709,128477,353408,1109167,920193,257738,253683,168158,137398,182727,774254,732247,725989,495826,100534,2596601,348655,,14231353,624609,1112497,1136206,920546,-30472,1861455,-2480008,697104,11516,95874,80369,461595,16790,24712,136602,2021409,350936,49181,53008,,36714631

Legend/Footnotes
1. Consists of noncomparable imports in the intermediate section of the use table and noncomparable imports and the rest-of-the-world adjustment in the final use section of the use table.
Note. Selected data with zero values are not shown.
Note. Detail may not add to total due to rounding.
