"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
5412OP,"Miscellaneous professional, scientific, and technical services",2512,551,1708,1870,1895,16571,57487,1605,2250,1828,5178,4264,4700,1212,4271,3674,1875,3935,12272,557,213,1893,1556,1498,8032,3753,113109,21857,8299,5619,48890,1536,1952,1193,2429,1097,251,2300,2421,21011,6091,43777,26206,60471,40218,18970,3634,1063,59445,8669,9466,21301,111880,40773,43898,2674,6189,25982,33969,8492,4569,7195,6695,10107,24492,25035,38059,9249,1799,60395,20084,1159968,69451,---,53011,414319,2340,---,139968,-87289,---,---,---,51502,---,---,---,75229,---,---,---,19935,738466,1898433
55,Management of companies and enterprises,---,---,11223,4627,3696,56,8817,518,2517,976,5280,12193,6891,2518,7352,2794,504,4014,18564,629,433,2199,681,4212,19366,2242,81704,1798,3362,12929,23982,2507,4,1231,6826,242,1,6775,1426,5452,353,3795,2289,7678,11320,2992,1201,43,6328,8464,4732,4562,16627,48,27806,3300,6989,47653,10709,6243,4158,2288,1937,17650,41771,9022,0,---,258,0,---,520759,---,---,---,---,---,---,4073,---,---,---,---,---,---,---,---,---,---,---,---,---,4073,524832
561,Administrative and support services,667,40,266,754,1387,15464,9799,719,1073,2972,8872,2849,2744,523,3428,6819,396,1719,3760,287,334,1637,2830,1201,4340,1997,60502,5993,2822,4881,17602,2179,915,4304,9546,4245,495,8445,4284,13351,1520,39247,13743,19798,12481,5399,222,1273,99364,20126,8946,28819,52217,14032,65381,4095,4479,25368,39826,8096,3124,4688,2831,5368,10021,14135,8147,9390,1241,35276,7054,782154,60238,---,---,---,---,---,2080,-1742,---,---,---,---,---,---,---,---,---,---,---,---,60576,842730
562,Waste management and remediation services,321,5,359,154,115,644,2637,123,274,299,387,254,146,63,213,205,102,141,1229,69,3,299,90,342,1748,300,2472,915,431,279,1317,42,118,13,544,29,5,263,441,83,39,125,67,574,132,610,718,2,26258,580,187,208,1489,717,1638,10543,347,1280,1619,726,509,94,430,1140,2065,1392,201,1343,318,20990,3677,97491,25488,---,---,---,---,---,118,-210,---,---,---,---,---,---,---,---,---,---,---,---,25396,122887
61,Educational services,3,0,---,---,---,238,9,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,35,6,---,1,2166,69,650,---,3326,152,21,---,---,---,1,33,---,0,---,39,137,26,8,---,---,---,---,---,---,100,62,---,429,---,2614,0,6,---,---,1669,181,---,---,1706,416,31,109,10377,9,24628,348756,---,---,---,---,---,2748,-1463,---,---,---,---,---,---,---,---,---,---,---,---,350041,374670
621,Ambulatory health care services,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,50,---,100,---,---,13178,10347,92,2,122,2,---,---,76,---,887,---,9170,---,34027,1007237,---,---,---,---,---,925,-128,---,---,---,---,---,---,---,---,---,---,---,---,1008034,1042060
622,Hospitals,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1984,---,---,---,---,---,---,---,---,---,---,---,---,1984,1004896,---,---,---,---,---,2104,-3993,---,---,---,---,---,---,---,---,---,---,---,---,1003006,1004990
623,Nursing and residential care facilities,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1567,---,603,---,2170,237423,---,---,---,---,---,240,-37,---,---,---,---,---,---,---,---,---,---,---,---,237626,239796
624,Social assistance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,0,211167,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,211167,211167
711AS,"Performing arts, spectator sports, museums, and related activities",98,1,0,---,17,191,210,31,36,34,79,51,7,5,42,28,19,36,98,5,1,34,36,25,39,91,2345,433,400,57,397,---,162,---,28,10,---,256,8,187,6192,29449,312,1607,578,96,278,2,5097,236,425,691,3225,3480,1718,87,1283,625,631,144,226,18406,512,250,2496,1641,233,20,41,1151,33,86664,79559,---,---,5002,---,---,1508,-1529,---,---,---,---,---,---,---,---,---,---,---,---,84541,171205
713,"Amusements, gambling, and recreation industries",19,0,---,0,6,44,87,6,12,5,18,10,3,1,9,7,6,9,17,0,0,6,8,3,9,13,320,5,23,1,261,0,0,---,---,---,---,3,1,21,6,36,80,248,120,13,22,1,---,37,54,160,270,616,339,19,44,169,8,18,37,116,267,320,597,37,32,2,1,473,123,5196,198327,---,---,---,---,---,4,-1,---,---,---,---,---,---,---,---,---,---,---,---,198331,203527
721,Accommodation,1,---,1,12,138,1408,540,125,211,122,418,263,52,31,217,143,116,214,390,18,3,133,236,67,221,340,3113,38,56,52,217,---,16,---,---,0,1,412,16,527,179,959,2033,6207,3077,322,564,33,13676,1099,1087,4053,6279,865,5316,592,758,2812,211,273,151,112,178,513,2042,779,1710,989,58,3196,181,70174,154849,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,154849,225023
722,Food services and drinking places,536,16,7,48,271,2666,649,191,262,182,490,330,71,51,278,185,134,246,583,41,13,192,213,145,271,404,7392,967,853,1128,3383,3661,4,14,484,97,7,1508,418,469,275,924,1826,9092,3154,1381,1350,25,39667,2647,1995,5411,16205,4093,10871,549,1922,19042,12218,7845,2160,499,1176,8086,5577,2493,628,314,565,10618,585,202053,698987,---,---,---,---,---,2574,---,---,---,---,---,---,---,---,---,---,---,---,---,701562,903615
81,"Other services, except government",438,115,41,131,364,1406,7629,305,921,900,1461,859,470,157,771,433,141,354,1548,97,7,1018,318,417,1905,781,17068,2148,1930,1874,5581,423,123,349,6976,1028,143,2593,892,1406,298,3767,1797,6360,3571,2598,334,14845,6678,10191,1114,1895,7753,5248,11126,3845,2348,6010,12831,1554,734,791,1315,2091,8325,7171,3744,7919,879,20686,2587,225927,601407,---,---,---,---,---,74,-4302,---,---,---,---,---,---,---,---,---,---,---,---,597179,823106
GFGD,Federal general government (defense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,586498,---,---,---,---,---,---,---,---,---,---,---,586498,586498
GFGN,Federal general government (nondefense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,375818,---,---,---,---,---,---,---,375818,375818
GFE,Federal government enterprises,16,3,---,5,---,343,12,---,---,36,122,344,42,194,---,---,---,31,---,2,---,---,75,37,76,---,21261,995,648,388,4356,1,---,2136,2263,278,12,922,935,609,221,249,1175,1907,5066,57,---,0,685,1273,306,424,2327,241,1205,154,639,976,2241,273,588,142,78,921,5636,921,0,132,20,2225,113,66338,7648,---,---,---,---,---,548,-299,---,---,---,---,---,---,---,---,---,---,---,---,7897,74236
GSLG,State and local general government,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1691058,---,---,---,1691058,1691058
GSLE,State and local government enterprises,---,1,---,---,---,1048,---,59,167,184,243,168,86,38,133,128,45,86,811,47,3,192,50,223,1206,167,1369,503,287,167,800,3,---,---,284,4,2,108,284,66,43,95,68,511,185,40,---,---,1907,935,398,197,916,462,1194,567,134,569,670,415,694,66,177,751,1388,959,1297,799,401,6273,1476,32553,69752,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,69752,102305
Used,"Scrap, used and secondhand goods",-39,113,---,---,494,4419,2720,---,85,22269,618,8,---,---,---,---,---,39,2,14,---,1548,---,---,30,40,---,30,---,---,206,-92,---,-124,-273,1,80,2786,0,---,33,0,---,---,---,---,---,---,---,7,---,---,---,74,---,---,304,0,---,---,---,-163,298,---,---,7976,-61,---,---,---,---,43444,77694,-2371,-108858,---,-71,6011,18441,-13601,---,-4,0,---,---,-1085,13,---,---,3526,-14840,---,-35147,8297
Other,Noncomparable imports and rest-of-the-world adjustment [1],1077,50,515,21,334,1744,1911,212,273,693,833,1708,1854,371,1506,954,165,564,2070,114,22,592,297,3603,2191,670,7863,99,515,926,3159,14586,134,1480,968,16,38,518,101,815,319,7549,740,4166,28582,1181,225,55,1306,1392,277,2257,3147,1897,1415,99,562,---,---,299,---,329,235,706,1835,5454,11264,3146,176,---,---,134171,-94842,---,---,6139,---,---,200200,-242445,---,---,---,---,---,---,---,---,---,---,---,---,-130948,3223
,Total Intermediate,249523,13901,68739,50296,36877,167050,731813,69529,69796,147073,201098,218357,106864,66980,470211,154801,46537,73808,681718,33303,8872,120572,44748,355671,425869,152600,780393,111961,81100,82656,354129,96802,33421,36497,172727,26759,6037,109259,61371,137846,53050,405569,125107,352881,272567,392048,150669,228592,741378,133958,77050,126312,476476,191883,364673,57671,106674,334713,353148,95779,87841,63047,60580,102697,354982,266293,211358,114786,36499,699177,198249,14093225,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,
V001,Compensation of employees,29030,24619,33722,16383,24396,81409,485888,21052,28007,30388,95605,90788,142701,34952,72429,77315,20968,51757,107643,12034,8060,29957,26146,19421,99020,44897,511034,114735,93460,91737,287735,53399,21943,7056,92645,20768,7228,80880,48606,93644,35656,112702,87033,248127,228639,255773,1609,18028,88004,34641,126066,246312,566699,304599,382677,27177,190531,519488,380869,128648,107508,56253,51873,79693,282334,295296,242160,178953,58609,1303303,104374,9977096,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V002,"Taxes on production and imports, less subsidies",-2652,1508,30412,4639,2274,60018,9518,737,1496,2493,3274,3577,8064,927,3535,2581,402,1718,30188,576,293,1711,978,4240,15844,1726,212666,46631,24353,38066,113217,23917,212,780,4283,1751,3031,2391,830,5662,6687,39440,4340,18361,5345,40360,727,224497,25788,19639,16452,6261,13950,8754,9439,3413,8820,9056,12462,5847,1931,8415,11799,28052,53353,22234,---,---,-6004,---,-19909,1247377,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V003,Gross operating surplus,103892,11095,66924,23523,9530,161997,281407,11891,25547,24468,42960,44996,89892,20108,79904,66906,7916,30510,132952,5566,1285,27052,14258,52369,226979,32170,419161,62571,38425,17210,205107,47691,20096,6482,67962,18906,28893,35790,7415,120635,54492,307583,106996,355717,24311,290793,5093,1487294,368615,153356,115456,55076,250258,35892,119557,16917,43866,151858,74894,9312,11879,55369,20240,58873,85572,98355,158464,107265,8655,197750,58240,7580440,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,Total Value Added,130270,37222,131058,44546,36201,303424,776814,33680,55050,57349,141840,139360,240657,55987,155869,146802,29287,83985,270783,18176,9639,58720,41382,76030,341842,78792,1142862,223936,156238,147013,606059,125007,42252,14318,164890,41425,39152,119061,56851,219941,96835,459725,198369,622205,258296,586926,7429,1729818,482406,207637,257975,307649,830907,349246,511674,47507,243217,680402,468225,143807,121317,120037,83912,166618,421259,415886,400624,286219,61259,1501053,142704,,,,,,,,,,,,,,,,,,,,,,18804914,
,Total Industry Output,379793,51122,199796,94841,73078,470474,1508615,103209,124845,204420,342933,357716,347519,122968,626080,301603,75824,157793,952500,51479,18511,179292,86129,431700,767711,231391,1923255,335898,237337,229670,960186,221809,75673,50815,337616,68184,45189,228320,118222,357787,149886,865295,323476,975080,530863,978973,158098,1958410,1223784,341595,335024,433960,1307380,541129,876346,105178,349890,1015115,821373,239585,209158,183084,144491,269314,776241,682179,611982,401004,97758,2200230,340953,,12726849,566206,1119782,843007,710242,39068,1950564,-2453836,586498,7363,72341,63232,375818,12291,18959,100851,1691058,292496,41767,40357,,32898138

Legend/Footnotes
1. Consists of noncomparable imports in the intermediate section of the use table and noncomparable imports and the rest-of-the-world adjustment in the final use section of the use table.
Note. Selected data with zero values are not shown.
Note. Detail may not add to total due to rounding.
