"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
5412OP,"Miscellaneous professional, scientific, and technical services",2441,460,8588,1990,1411,16358,69322,2746,3286,3451,6823,5483,6982,2198,6612,3862,2036,4449,14910,683,129,3362,1817,2469,10228,5572,178402,35939,12424,5500,103153,2234,2586,2006,6440,2784,3153,3952,3755,29689,7717,45467,78714,51476,46795,46320,3376,3128,71871,20180,12743,43700,185265,53683,64936,3719,8693,32175,45088,8657,9236,12031,12058,7755,34344,37424,63916,18728,2370,102165,29002,1742416,100965,---,42025,721526,3874,---,212036,-119440,---,---,---,72077,---,---,---,123589,---,---,---,26466,1183117,2925533
55,Management of companies and enterprises,---,---,55753,6239,2769,86,13758,390,2142,1008,3994,10084,3616,2332,9241,2025,335,3466,24369,749,194,1857,434,4188,10032,1779,128162,2731,5222,12018,33110,2832,7,784,4852,380,2,7925,1349,5158,534,6203,4481,4092,17444,5916,1124,42,82381,26253,3487,4701,18824,28,23770,4108,5469,34095,8322,4248,1272,3802,2566,18572,64845,10712,1,---,726,---,---,723388,---,---,---,---,---,---,3976,---,---,---,---,---,---,---,---,---,---,---,---,---,3976,727364
561,Administrative and support services,323,22,764,403,1065,9265,9052,909,1387,3698,9868,2386,2684,681,3478,4766,304,1877,3587,143,225,1387,3109,1848,4340,1767,87201,8445,2930,4028,27894,5506,1026,6689,12705,11527,3507,15558,6257,25235,1973,37077,39008,20490,15251,13957,107,2426,206581,42174,10099,42669,70316,18350,103856,5432,6629,32521,58172,12137,4515,6270,3952,5767,13980,19366,6122,14533,621,54104,8595,1164899,84483,---,---,---,---,---,5678,-3705,---,---,---,---,---,---,---,---,---,---,---,---,86455,1251354
562,Waste management and remediation services,98,1,833,83,66,477,1975,156,273,282,371,261,93,73,183,121,93,111,1458,46,1,311,101,430,1430,293,2267,807,283,149,1086,107,178,2,883,63,332,299,225,55,57,104,121,379,145,1495,210,4,61161,1266,331,358,2070,500,2949,11427,231,1870,2002,746,482,165,649,908,2216,1149,113,564,258,26279,4382,140944,34756,---,---,---,---,---,556,-452,---,---,---,---,---,---,---,---,---,---,---,---,34860,175804
61,Educational services,1,0,---,---,---,55,3,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,11,2,---,0,2366,239,668,---,4224,131,6,---,---,---,6,41,---,0,---,10,60,31,10,---,---,---,---,---,---,53,16,---,368,---,2033,0,5,---,---,5017,568,---,---,3128,---,45,129,15384,8,34619,426268,---,---,---,---,---,5519,-2391,---,---,---,---,---,---,---,---,---,---,---,---,429396,464015
621,Ambulatory health care services,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,154,---,105,---,---,19233,16824,116,1,216,7,---,---,74,---,1186,---,13329,---,51246,1335844,---,---,---,---,---,797,-211,---,---,---,---,---,---,---,---,---,---,---,---,1336430,1387676
622,Hospitals,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1000,---,---,---,---,---,---,---,---,---,---,---,---,1000,1348856,---,---,---,---,---,10295,-8590,---,---,---,---,---,---,---,---,---,---,---,---,1350561,1351561
623,Nursing and residential care facilities,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,3985,---,1508,---,5493,281737,---,---,---,---,---,194,-60,---,---,---,---,---,---,---,---,---,---,---,---,281871,287364
624,Social assistance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,306360,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,306360,306360
711AS,"Performing arts, spectator sports, museums, and related activities",98,---,2,---,23,126,329,54,54,68,109,72,5,8,49,13,20,34,180,4,0,74,51,54,38,131,6289,730,472,107,1334,---,151,---,92,41,---,494,10,234,11477,33763,786,2880,1007,341,391,1,8467,626,757,1700,5970,4521,3234,167,1610,1740,2026,300,1466,36038,1350,442,5215,1948,---,44,41,3121,69,143050,99888,---,---,7843,---,---,1207,-434,---,---,---,---,---,---,---,---,---,---,---,---,108504,251554
713,"Amusements, gambling, and recreation industries",69,1,---,2,31,152,494,38,56,31,75,46,5,4,33,9,18,25,90,1,0,36,32,18,28,62,2258,36,138,6,1295,1,1,---,---,---,---,51,3,98,45,134,616,1255,623,131,86,2,---,413,315,1232,1430,2118,1738,109,147,1379,54,112,253,210,329,424,1714,150,2349,23,3,3409,122,26163,260675,---,---,---,---,---,0,-5,---,---,---,---,---,---,---,---,---,---,---,---,260671,286834
721,Accommodation,1,---,3,10,137,979,540,162,213,151,357,234,27,33,214,41,81,126,434,11,1,171,201,87,151,312,4774,56,75,53,415,---,17,---,---,0,17,626,16,516,286,718,3273,6642,3339,684,466,10,16429,2442,1305,6650,6975,1076,6905,679,826,4809,300,345,557,199,401,707,4134,676,4356,1668,74,5138,236,93548,185754,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,185754,279302
722,Food services and drinking places,398,9,36,35,290,2080,670,245,280,239,447,316,31,67,259,63,95,153,701,29,3,271,196,196,194,414,12412,1424,1037,1106,5846,10296,4,20,1044,244,104,2097,313,495,379,720,3106,10532,3592,4055,1185,8,50431,6752,2526,9334,18577,5559,13800,682,1654,32910,24131,8633,5029,782,2460,10244,11008,1771,1670,553,343,22156,723,299462,1026602,---,---,---,---,---,2355,---,---,---,---,---,---,---,---,---,---,---,---,---,1028957,1328420
81,"Other services, except government",295,50,202,129,236,893,7678,525,1139,1212,1675,926,512,236,905,430,161,400,2723,102,5,1295,377,1251,2025,1041,26542,3256,2682,2177,9514,787,117,465,10373,3340,690,3397,911,1526,232,5697,2446,5030,4595,6469,175,21399,6236,10592,1016,2826,9998,7298,19975,6217,2468,6609,12243,1554,1184,1203,2074,1875,12465,7772,4146,16951,606,40216,4112,317880,799390,---,---,---,---,---,101,---,---,---,---,---,---,---,---,---,---,---,---,---,799491,1117371
GFGD,Federal general government (defense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,729399,---,---,---,---,---,---,---,---,---,---,---,729399,729399
GFGN,Federal general government (nondefense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,501126,---,---,---,---,---,---,---,501126,501126
GFE,Federal government enterprises,9,2,---,4,---,240,9,---,---,34,118,224,44,133,---,---,---,13,---,1,---,---,48,37,38,---,24136,1171,671,306,6339,3,---,2275,2849,412,154,932,595,269,232,141,1510,2103,5844,101,---,0,621,2467,280,553,1970,224,1218,135,403,1223,3165,244,510,191,131,789,8834,436,1,141,79,2690,115,77418,6623,---,---,---,---,---,525,-308,---,---,---,---,---,---,---,---,---,---,---,---,6840,84258
GSLG,State and local general government,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2332963,---,---,---,2332963,2332963
GSLE,State and local government enterprises,---,1,---,---,---,848,---,92,230,236,318,261,73,57,177,117,57,106,1359,50,1,274,82,390,1375,232,1605,560,286,127,920,5,---,---,395,7,136,107,193,68,78,111,164,464,228,85,---,---,4020,1980,469,265,1279,437,1520,1201,127,938,1014,579,349,173,323,864,2063,1119,1195,471,232,7779,1818,42088,87050,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,87050,129138
Used,"Scrap, used and secondhand goods",-18,123,---,---,1077,5609,2825,---,96,28867,580,7,---,---,---,---,---,23,1,17,---,1459,---,---,35,43,---,26,---,---,230,-52,---,-183,380,4,75,5513,---,---,41,1,---,---,---,---,---,---,---,19,---,---,---,436,---,---,1259,---,---,---,---,-139,522,---,---,43514,-60,---,---,---,---,92329,106805,-3354,-179667,---,-1973,7799,31877,-24358,---,-4,---,---,---,208,18,---,---,5119,-20483,---,-78013,14317
Other,Noncomparable imports and rest-of-the-world adjustment [1],757,34,1714,8,195,1166,1943,337,326,634,753,1229,2496,369,1872,274,111,340,2267,80,7,664,259,5236,1736,714,9582,82,543,849,3796,19602,90,1656,892,12,111,950,99,707,344,5874,876,2398,47441,1719,74,33,402,3051,95,2595,3008,1973,1573,52,266,---,---,368,---,592,461,969,3223,3887,9154,2013,6,---,---,156941,-24001,---,---,14057,---,---,153242,-294740,---,---,---,---,---,---,---,---,---,---,---,---,-151443,5498
,Total Intermediate,329607,18579,324703,62684,36256,258366,1091597,114661,95304,231977,277624,261089,112583,99511,550248,149804,50166,75850,910805,33576,5741,147257,46929,650588,444596,205949,1289162,181915,124695,96033,638900,149082,44960,45584,317789,61136,26167,179707,63039,188033,80664,471256,325249,337976,371525,622950,167935,288059,1091898,275465,89970,216284,748201,270572,549339,80265,121754,446524,489368,106514,124185,118304,98986,118200,584802,380957,271675,195869,42025,1175767,301833,20556622,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,
V001,Compensation of employees,36140,31304,26413,20370,30985,96304,694310,31296,35344,38126,116014,110078,178228,41861,87518,90464,24888,64965,148379,13009,7914,34515,26226,20541,126082,58746,667660,165252,122383,117885,381273,66467,21705,8354,133135,29052,8923,136905,109358,159905,46611,119889,190669,341321,327102,347006,5266,25707,136457,46099,167633,397646,866260,424716,570571,41094,243439,718986,492771,162308,167908,75891,68316,93163,402380,392015,302493,225095,68744,1553423,122959,13462215,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V002,"Taxes on production and imports, less subsidies",-2357,2667,52694,8919,2607,75164,13578,1028,1971,3155,4662,4590,10504,1172,4655,3657,529,2302,29286,717,356,2229,942,4960,21655,2651,329501,68152,35366,55523,165255,32508,-643,1289,5811,2621,4343,3290,1290,7409,5583,47156,7944,23703,7601,40983,739,290971,37614,27750,26932,11998,21711,11967,15160,5038,11844,5429,15293,7590,-5244,6110,23948,41111,79141,32374,---,---,-11949,---,-48028,1706476,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V003,Gross operating surplus,213287,13007,249993,46101,28862,269319,404527,32316,34251,43878,54657,60616,101321,26556,74389,66602,8261,33449,122221,3007,3380,33383,13665,205529,361717,33816,597272,108350,52523,25832,350051,48461,29246,11638,120545,26325,30173,76503,4805,197743,62358,320084,218141,542808,14454,320570,11050,2089876,576780,241227,153597,50911,360814,43163,176825,28298,40804,182824,88148,10468,16564,68185,21510,83425,107084,125391,193101,151713,16314,283172,68686,10885924,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,Total Value Added,247070,46978,329100,75389,62455,440787,1112415,64640,71567,85158,175333,175283,290054,69589,166562,160723,33678,100716,299886,16734,11650,70126,40833,231030,509453,95213,1594433,341754,210272,199240,896579,147436,50308,21281,259491,57998,43439,216698,115453,365057,114552,487129,416754,907833,349157,708559,17055,2406553,750852,315076,348161,460555,1248785,479846,762556,74431,296087,907240,596213,180366,179228,150186,113774,217699,588605,549781,495594,376808,73109,1836595,143616,,,,,,,,,,,,,,,,,,,,,,26054615,
,Total Industry Output,576676,65557,653803,138074,98710,699153,2204013,179301,166871,317135,452957,436372,402637,169100,716810,310527,83845,176566,1210692,50309,17391,217384,87762,881618,954050,301162,2883595,523669,334967,295273,1535479,296518,95268,66865,577281,119133,69606,396405,178492,553090,195216,958385,742002,1245809,720682,1331509,184989,2694613,1842750,590540,438131,676840,1996986,750417,1311895,154696,417841,1353764,1085581,286880,303414,268490,212760,335899,1173407,930738,767269,572678,115134,3012360,445449,,17690013,755106,1305765,1423690,1178535,181237,2638659,-3576548,729399,12790,93251,94156,501126,15598,24992,169187,2332963,364733,56015,63947,,46611237

Legend/Footnotes
1. Consists of noncomparable imports in the intermediate section of the use table and noncomparable imports and the rest-of-the-world adjustment in the final use section of the use table.
Note. Selected data with zero values are not shown.
Note. Detail may not add to total due to rounding.
