"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"
"The Use of Commodities by Industries, Before Redefinitions (Producers' Prices) - Summary"

,Commodities/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N,,
5412OP,"Miscellaneous professional, scientific, and technical services",2300,827,4939,2196,9103,15887,41526,1551,2123,3002,5791,5223,6422,1345,4341,4731,1921,5038,11450,658,229,1980,1425,1831,12897,3947,106213,12774,7160,6455,41947,1225,2457,1066,2183,853,1245,2130,2161,22688,8016,46590,18860,58048,50113,20236,3525,227,51913,12573,10284,23450,99831,38102,35805,2330,5336,25831,31017,7657,4677,5455,5455,9512,22039,18828,38190,9131,2472,45268,15648,1089661,61769,---,52412,365609,1552,---,121374,-81294,---,---,---,55295,---,---,---,67938,---,---,---,17900,662554,1752215
55,Management of companies and enterprises,---,---,22880,4476,4024,43,5407,619,1670,960,5196,11418,15063,1678,7813,3956,362,3664,12078,576,334,2077,578,1914,25928,1886,82060,1153,2970,16248,22622,1886,1,867,5597,288,0,4217,1014,6612,460,3404,1800,5950,14616,2697,926,25,3014,8635,6355,5624,17464,30,27060,2393,5846,31235,7942,4468,2578,1787,1443,17029,39555,8036,0,---,425,0,---,500936,---,---,---,---,---,---,4011,---,---,---,---,---,---,---,---,---,---,---,---,---,4011,504947
561,Administrative and support services,622,80,721,876,3187,13440,7244,710,1110,3795,7926,3334,2754,611,3491,5916,405,1799,3344,331,370,1748,2759,1236,5559,2131,60004,3613,2878,4195,16962,3117,1276,3285,9994,1973,1431,7071,3597,11608,1812,35927,11535,18959,13626,6349,313,310,72191,24891,9407,27246,48960,9497,42545,2896,4058,25970,32592,6648,3627,2982,2207,5379,8887,10903,10706,5824,2420,25979,5754,686905,53357,---,---,---,---,---,1858,-1348,---,---,---,---,---,---,---,---,---,---,---,---,53868,740773
562,Waste management and remediation services,330,15,1365,305,508,946,2531,146,292,525,484,320,163,96,273,244,126,215,1435,114,7,372,103,527,2623,375,3041,732,517,323,1613,41,122,25,410,33,18,257,716,119,37,166,67,660,171,1064,771,2,14454,774,188,205,1424,709,1422,8318,446,1581,1820,790,571,94,520,1330,2270,1446,428,1009,397,17179,2899,85619,24484,---,---,---,---,---,80,-160,---,---,---,---,---,---,---,---,---,---,---,---,24404,110023
61,Educational services,5,0,---,---,---,323,10,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,34,20,---,1,2539,43,923,---,3674,221,40,---,---,---,9,27,---,1,---,66,168,35,16,---,---,---,---,---,---,100,71,---,743,---,3572,0,10,---,---,1553,213,---,---,1403,1342,60,119,12874,8,30222,321385,---,---,---,---,---,2705,-1343,---,---,---,---,---,---,---,---,---,---,---,---,322747,352969
621,Ambulatory health care services,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,38,---,104,---,---,13541,11942,102,4,116,1,---,---,65,---,489,---,6925,---,33327,900265,---,---,---,---,---,651,-79,---,---,---,---,---,---,---,---,---,---,---,---,900836,934163
622,Hospitals,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2544,---,---,---,---,---,---,---,---,---,---,---,---,2544,906204,---,---,---,---,---,1373,-3039,---,---,---,---,---,---,---,---,---,---,---,---,904538,907082
623,Nursing and residential care facilities,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1766,---,727,---,2493,219147,---,---,---,---,---,163,-23,---,---,---,---,---,---,---,---,---,---,---,---,219288,221781
624,Social assistance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2,---,2,185935,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,185935,185937
711AS,"Performing arts, spectator sports, museums, and related activities",84,3,0,---,42,183,138,31,33,56,86,74,7,6,47,37,22,51,91,7,1,36,39,51,51,98,2141,336,490,49,378,---,234,---,27,7,---,211,7,176,5980,26254,262,1335,756,120,240,1,3472,310,554,623,2969,2967,1420,62,1142,552,504,146,181,15344,513,262,1776,1566,656,31,39,897,24,76289,70351,---,---,4296,---,---,1615,-1037,---,---,---,---,---,---,---,---,---,---,---,---,75225,151514
713,"Amusements, gambling, and recreation industries",27,0,---,1,23,67,91,8,14,10,26,22,3,1,16,13,9,20,22,1,0,8,10,8,14,18,425,4,39,2,307,0,1,---,---,---,---,3,1,26,11,55,111,329,240,36,29,0,---,65,113,227,401,599,413,22,53,233,11,29,46,99,375,293,429,40,134,3,1,541,165,6345,178615,---,---,---,---,---,3,0,---,---,---,---,---,---,---,---,---,---,---,---,178617,184962
721,Accommodation,2,---,2,13,372,1412,454,126,190,190,439,384,54,39,249,189,133,316,356,27,5,136,242,131,275,356,2569,22,64,45,190,---,19,---,---,0,5,408,16,448,210,1055,1829,5312,3993,588,486,11,7444,1439,1478,3616,5613,709,4442,455,616,2549,187,277,139,97,128,455,1455,509,1399,840,120,2453,153,59937,141049,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,141049,200986
722,Food services and drinking places,515,48,18,58,696,2818,521,191,236,282,518,474,75,66,322,250,156,374,528,56,16,196,215,301,390,415,6598,637,848,958,2960,6182,6,15,377,73,26,1247,351,419,341,1039,1769,8147,4330,1976,1222,9,22699,3080,2770,5005,14829,3254,9647,441,1906,16017,9662,7540,1868,441,1022,6825,4001,2348,533,274,896,9034,474,173832,624691,---,---,---,---,---,2606,---,---,---,---,---,---,---,---,---,---,---,---,---,627296,801129
81,"Other services, except government",366,389,98,163,1164,1115,6145,344,823,1420,1457,936,524,217,881,511,152,423,1588,147,8,1159,342,368,2882,974,22207,1528,2230,1872,6075,412,158,99,9801,990,530,2404,947,1306,251,4367,1558,6999,3872,3887,547,7409,6281,10494,1336,1456,7535,4778,8626,2991,1846,5685,13999,1646,743,688,1214,2123,7972,8431,3515,4388,1346,16726,2469,220337,554129,---,---,---,---,---,68,-3322,---,---,---,---,---,---,---,---,---,---,---,---,550875,771212
GFGD,Federal general government (defense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,597106,---,---,---,---,---,---,---,---,---,---,---,597106,597106
GFGN,Federal general government (nondefense),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,353181,---,---,---,---,---,---,---,353181,353181
GFE,Federal government enterprises,19,5,---,8,---,369,11,---,---,43,148,459,95,264,---,---,---,42,---,2,---,---,73,84,80,---,21276,630,576,374,3887,2,---,2011,2243,180,64,819,793,728,270,262,1021,2121,8458,123,---,0,386,1402,420,381,2500,204,1127,115,662,902,1718,270,463,133,70,978,4100,1019,0,172,29,1678,85,66354,7784,---,---,---,---,---,476,-414,---,---,---,---,---,---,---,---,---,---,---,---,7846,74200
GSLG,State and local general government,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1611989,---,---,---,1611989,1611989
GSLE,State and local government enterprises,---,5,---,---,---,2567,---,57,135,246,231,154,78,48,123,99,38,92,717,59,4,183,43,241,1382,159,1223,288,257,144,719,3,---,---,134,4,7,81,422,63,36,95,51,448,208,49,---,---,923,1046,485,192,906,351,998,250,97,512,574,317,1245,47,157,651,1252,740,868,624,477,4271,1083,28954,64180,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,64180,93134
Used,"Scrap, used and secondhand goods",-42,90,---,---,197,3633,1847,---,56,26102,502,6,---,---,---,---,---,53,2,18,---,1847,---,---,39,48,---,38,---,---,256,-400,---,-69,-378,1,235,2492,1,---,82,0,---,---,---,---,---,---,---,5,---,---,---,84,---,---,437,1,---,---,---,-130,344,---,---,8092,-41,---,---,---,---,45444,63346,-2011,-106611,---,-800,4042,25668,-14504,---,-4,0,---,---,-202,-1257,---,---,3001,-8111,---,-37443,8001
Other,Noncomparable imports and rest-of-the-world adjustment [1],951,60,659,32,460,1448,2055,246,277,974,878,1633,2052,364,1844,846,155,568,1916,143,35,655,321,2753,2324,711,6413,73,515,785,2579,15198,186,2443,1044,15,47,481,81,685,321,9348,656,3521,27339,1103,226,45,1056,1068,339,1689,2982,1485,1392,100,549,---,---,278,---,275,219,746,1696,3874,11902,3296,512,---,---,130921,-94231,---,---,5215,---,---,187509,-226295,---,---,---,---,---,---,---,---,---,---,---,---,-127801,3120
,Total Intermediate,275151,22849,176901,59115,73518,221470,614723,66337,64760,201278,218530,252715,116444,74065,465883,182270,44272,82907,711471,37589,9072,128922,43489,619639,504885,164618,765566,77928,77383,82369,319207,115110,43743,37685,187743,23079,11907,107019,63989,122326,53565,393988,101074,312295,313754,417337,134420,200909,586588,155976,87917,124027,436876,186493,286707,48152,104827,297454,322897,88407,77784,50837,54134,98359,321674,241758,222942,108132,46705,655529,188168,14187608,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,
V001,Compensation of employees,29109,21862,39296,18454,43387,75188,422384,19374,25637,31826,95323,92622,132262,33582,64720,75694,18724,48796,100054,12081,8370,29785,25771,19062,97235,42102,489901,103389,87586,87191,267305,44412,23162,7142,86802,18630,6575,72008,38055,87658,32331,115320,69082,222567,223632,234022,864,16464,76818,33094,118965,213681,516303,287434,350814,25904,174871,469249,345371,118991,94650,49717,47008,73923,242281,272839,239144,165022,55788,1232456,98543,9259656,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V002,"Taxes on production and imports, less subsidies",1828,1691,37416,6106,2446,58937,8387,670,1378,2351,3368,3377,8039,819,3254,2372,370,2933,30393,586,276,1641,725,3492,15633,1772,207579,45070,23365,36949,108268,21081,243,807,4025,1632,2799,2144,739,5268,6275,33887,3463,16071,4953,34501,733,209631,22587,18344,14007,5694,12898,8216,8676,3328,8026,8221,9181,5308,1764,7756,10876,25056,44715,20403,---,---,-7268,---,-17909,1179622,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
V003,Gross operating surplus,136114,9977,192135,32460,46411,165154,219173,10286,21623,30318,43423,62297,91189,18959,65029,60638,6300,28585,111211,5001,1282,25571,12664,125244,210624,22978,394667,45804,32649,14598,166075,36152,21799,8894,57802,19720,20838,29686,8413,110909,45075,251508,88038,323974,-476,224811,10038,1402121,360985,134179,95320,48077,244604,36536,112880,16725,41921,133384,65128,8525,10395,54123,18439,46807,71766,91464,161537,102202,2916,189367,53838,7168862,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,Total Value Added,167051,33530,268846,57020,92243,299279,649944,30330,48638,64494,142114,158296,231490,53360,133003,138705,25394,80314,241658,17668,9928,56996,39160,147799,323492,66852,1092147,194263,143600,138738,541648,101645,45204,16843,148628,39982,30211,103837,47207,203835,83681,400714,160582,562612,228109,493334,11635,1628216,460390,185617,228292,267452,773804,332187,472371,45957,224817,610855,419680,132825,106809,111596,76322,145786,358762,384706,400681,267223,51436,1421823,134472,,,,,,,,,,,,,,,,,,,,,,17608138,
,Total Industry Output,442202,56379,445747,116134,165762,520748,1264667,96667,113397,265772,360645,411011,347933,127425,598887,320975,69666,163221,953129,55256,19000,185919,82649,767437,828376,231470,1857713,272191,220983,221106,860856,216755,88947,54528,336371,63061,42118,210856,111195,326161,137246,794702,261656,874907,541863,910672,146056,1829125,1046978,341593,316208,391479,1210680,518680,759078,94109,329644,908309,742577,221232,184593,162433,130456,244145,680436,626463,623624,375356,98141,2077352,322640,,11874451,574608,1109086,741461,564034,84792,2111901,-2620801,597106,6910,74740,65297,353181,12020,17455,90363,1611989,266075,38792,34679,,31795748

Legend/Footnotes
1. Consists of noncomparable imports in the intermediate section of the use table and noncomparable imports and the rest-of-the-world adjustment in the final use section of the use table.
Note. Selected data with zero values are not shown.
Note. Detail may not add to total due to rounding.
